City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,ramnagar,29.4,79.1167,291.32,66,0,1.95,IN,1731376462
364,shimokizukuri,40.8061,140.3861,286.54,69,100,3.32,JP,1731376463
365,nemuro,43.3236,145.575,281.87,72,100,6.36,JP,1731376465
366,rundu,-17.9333,19.7667,291.98,86,100,1.62,NA,1731376466
367,gunjur,13.2019,-16.7339,297.19,88,100,2.06,GM,1731376467
368,nosy varika,-20.5833,48.5333,296.1,94,28,2.77,MG,1731376468
369,grand rapids,42.9634,-85.6681,279.88,77,75,5.14,US,1731376315
370,looe,50.3578,-4.4542,279.66,80,100,4.18,GB,1731376470
371,amarante do maranhao,-5.5667,-46.7422,295.14,90,88,1.24,BR,1731376471
372,weno,7.4515,151.8468,298.96,84,100,3.54,FM,1731376472
373,sinop,41.7711,34.8709,279.87,91,22,0.69,TR,1731376474
374,onguday,50.75,86.15,270.08,77,100,3.09,RU,1731376475
375,north platte,41.1239,-100.7654,278.92,87,0,4.47,US,1731376442
376,pizarro,4.9533,-77.366,297.54,80,26,2.2,CO,1731376478
377,kigoma,-4.8769,29.6267,294.95,85,81,2.31,TZ,1731376479
378,urangan,-25.3,152.9,297.53,79,100,7.79,AU,1731376480
379,vila do maio,15.1333,-23.2167,299.94,66,4,5.18,CV,1731376481
380,tindouf,27.6711,-8.1474,292.4,39,0,5.14,DZ,1731376482
381,tralee,52.2704,-9.7026,281.16,95,99,0.82,IE,1731376485
382,kota kinabalu,5.9749,116.0724,303.14,79,20,1.54,MY,1731376486
383,kayenta,36.7278,-110.2546,283.12,31,8,2.36,US,1731376487
384,astorga,-23.2325,-51.6656,296.39,60,0,0.92,BR,1731376488
385,sultanah,24.4926,39.5857,296.4,25,0,1.54,SA,1731376489
386,chatel-guyon,45.9167,3.0667,280.33,87,100,5.14,FR,1731376490
387,fumel,44.4986,0.9651,282.0,96,78,2.72,FR,1731376491
388,crane,31.3974,-102.3501,292.24,36,18,4.38,US,1731376492
389,aurad,18.25,77.4333,292.09,73,11,2.72,IN,1731376494
390,imphal,24.8167,93.95,292.1,88,40,0.0,IN,1731376495
391,pionerskiy,54.9508,20.2275,274.06,71,0,1.57,RU,1731376496
392,sinabang,2.4803,96.3801,299.27,86,100,2.43,ID,1731376497
393,taulaga,-11.0553,-171.0883,301.93,68,70,5.48,AS,1731376498
394,burley,42.5357,-113.7928,284.13,35,0,2.06,US,1731376500
395,ingeniero guillermo n. juarez,-23.9,-61.85,293.62,46,87,9.09,AR,1731376501
396,ashland,40.8167,-82.2665,282.05,91,15,6.61,US,1731376503
397,poronaysk,49.2167,143.1167,273.83,63,100,1.49,RU,1731376504
398,alofi,-19.0595,-169.9187,295.09,94,100,5.14,NU,1731376505
399,lorengau,-2.0226,147.2712,302.63,73,36,3.46,PG,1731376506
400,gaoual,11.75,-13.2,296.26,55,95,1.1,GN,1731376507
401,vanimo,-2.6741,141.3028,302.89,71,83,2.46,PG,1731376508
402,kachug,53.9606,105.8817,268.02,75,100,1.46,RU,1731376509
403,olovyannaya,50.95,115.5667,265.62,81,45,2.0,RU,1731376511
404,hassi messaoud,31.6804,6.0729,286.07,67,0,1.54,DZ,1731376512
405,tsiombe,-25.3,45.4833,294.5,95,96,0.35,MG,1731376514
406,la gi,10.6667,107.7833,300.19,80,84,1.83,VN,1731376515
407,nelson bay,-32.7167,152.15,293.71,86,100,1.34,AU,1731376516
408,usinsk,65.9939,57.5281,267.28,96,100,3.26,RU,1731376517
409,la carlota,10.4233,122.9208,302.24,72,49,2.03,PH,1731376518
410,puerto baquerizo moreno,-0.9,-89.6,294.0,73,58,4.38,EC,1731376519
411,suihua,46.6406,126.9969,272.86,69,35,3.39,CN,1731376520
412,posto fiscal rolim de moura,-13.0833,-62.2667,297.99,83,35,1.25,BR,1731376521
413,jatoba,-9.1831,-38.2689,300.04,72,99,4.79,BR,1731376522
414,bikenibeu village,1.3673,173.1241,301.77,66,45,4.91,KI,1731376523
415,port blair,11.6667,92.75,301.17,83,75,1.03,IN,1731376525
416,uttarkashi,30.7333,78.45,282.51,56,0,2.58,IN,1731376526
417,puerto rico,-26.796,-55.024,294.24,71,100,3.2,AR,1731376289
418,tura,25.5198,90.2201,294.99,78,1,0.78,IN,1731376528
419,bandarbeyla,9.4942,50.8122,298.66,84,73,6.4,SO,1731376529
420,lijiang,26.8688,100.2207,283.49,60,0,1.64,CN,1731376302
421,vilaka,57.1846,27.6722,272.48,84,86,2.0,LV,1731376531
422,dryden,49.7833,-92.7503,270.31,100,0,3.09,CA,1731376532
423,minab,27.1467,57.0801,297.23,46,0,1.22,IR,1731376533
424,slave lake,55.2834,-114.769,274.14,86,100,6.69,CA,1731376535
425,baglung,28.2719,83.5898,288.97,81,25,1.57,NP,1731376536
426,ciudad lazaro cardenas,17.9583,-102.2,299.74,82,29,1.74,MX,1731376537
427,malango,-2.9627,119.9001,298.79,73,100,1.14,ID,1731376538
428,yardimli,38.9206,48.2372,280.27,99,100,1.98,AZ,1731376539
429,changyon,38.2508,125.0961,289.11,55,0,5.27,KP,1731376540
430,'ain benian,36.8028,2.9219,287.18,63,1,5.14,DZ,1731376541
431,yatou,37.15,122.3833,289.71,65,1,4.43,CN,1731376542
432,ayr,55.4627,-4.6339,276.14,100,0,1.03,GB,1731376543
433,santo domingo de los colorados,-0.25,-79.15,293.85,79,59,0.92,EC,1731376546
434,skelleftea,64.7507,20.9528,273.35,100,100,1.54,SE,1731376547
435,boromo,11.75,-2.9333,295.8,25,3,2.56,BF,1731376548
436,susuman,62.7833,148.1667,253.46,92,100,1.33,RU,1731376549
437,alice springs,-23.7,133.8833,299.9,54,71,5.14,AU,1731376550
438,hovd,48.0056,91.6419,274.29,37,83,5.03,MN,1731376551
439,roxborough park,39.4739,-105.0853,280.91,59,100,2.24,US,1731376552
440,bonthe,7.5264,-12.505,299.44,80,0,1.56,SL,1731376554
441,savanna-la-mar,18.219,-78.1332,299.78,93,84,1.47,JM,1731376555
442,buritis,-15.6178,-46.4233,295.4,88,4,0.39,BR,1731376557
443,arawa,-6.2132,155.5367,303.59,69,20,1.76,PG,1731376558
444,okha,53.5739,142.9478,270.04,75,100,7.14,RU,1731376559
445,komsomolets,53.7453,62.0708,262.04,93,7,3.14,KZ,1731376560
446,olonets,60.9847,32.9698,272.93,92,100,2.46,RU,1731376546
447,wuhai,39.6647,106.8122,282.7,37,98,5.82,CN,1731376562
448,mishelevka,52.8575,103.1719,271.75,64,93,1.12,RU,1731376563
449,funadhoo,6.15,73.2667,301.22,70,100,2.46,MV,1731376564
450,inhambane,-23.865,35.3833,296.68,90,12,2.08,MZ,1731376565
451,sisimiut,66.9395,-53.6735,270.5,73,100,6.13,GL,1731376567
452,marsh harbour,26.5412,-77.0636,299.7,81,20,2.06,BS,1731376569
453,tondano,1.3038,124.9112,306.2,55,100,0.46,ID,1731376570
454,lamarque,-39.423,-65.7021,293.25,22,100,5.82,AR,1731376615
455,oranjemund,-28.55,16.4333,287.46,95,9,3.19,NA,1731376616
456,arraial do cabo,-22.9661,-42.0278,295.49,83,0,9.8,BR,1731376617
457,el calafate,-50.3408,-72.2768,281.04,79,4,5.39,AR,1731376619
458,clifton springs,-38.15,144.5667,296.68,60,79,5.14,AU,1731376621
459,sao gabriel da cachoeira,-0.1303,-67.0892,299.74,73,65,0.78,BR,1731376622
460,fort payne,34.4442,-85.7197,288.44,77,0,1.54,US,1731376388
461,melfort,52.8667,-104.6177,275.22,75,100,10.29,CA,1731376624
462,panjab,34.388,67.0233,269.09,29,0,0.73,AF,1731376625
463,kertih,4.5141,103.4483,301.16,83,20,1.54,MY,1731376626
464,gawan,28.4333,78.35,294.86,59,0,0.85,IN,1731376627
465,tahmoor,-34.2167,150.5833,295.94,65,100,2.25,AU,1731376628
466,ulladulla,-35.35,150.4667,293.89,70,100,3.31,AU,1731376629
467,khovd,48.0056,91.6419,274.29,37,83,5.03,MN,1731376518
468,colonia,50.9333,6.95,282.56,91,75,2.06,DE,1731376632
469,baoqing,46.3317,132.2111,272.92,72,81,7.46,CN,1731376633
470,maroantsetra,-15.4333,49.7333,296.54,91,100,0.59,MG,1731376634
471,belyy yar,53.6039,91.3903,274.09,64,0,6.0,RU,1731376635
472,jamestown,42.097,-79.2353,280.94,80,100,8.23,US,1731376508
473,yamada,39.4667,141.95,286.1,54,92,2.46,JP,1731376576
474,siroki brijeg,43.3833,17.5928,271.66,77,3,3.19,BA,1731376640
475,laguna,38.421,-121.4238,285.96,85,0,2.57,US,1731376641
476,chipata,-13.6333,32.65,291.74,87,3,1.17,ZM,1731376642
477,yanjiang,30.1211,104.6481,289.86,86,99,0.47,CN,1731376521
478,el sauzal de rodriguez,31.9,-116.6833,288.94,84,0,3.45,MX,1731376644
479,robertsport,6.7533,-11.3686,299.89,80,49,3.29,LR,1731376645
480,zalingei,12.9096,23.4741,294.95,28,1,3.15,SD,1731376646
481,oyama,36.3,139.8,291.84,47,14,0.86,JP,1731376565
482,barcelos,41.5388,-8.6151,285.6,80,49,2.42,PT,1731376649
483,praia da vitoria,38.7333,-27.0667,294.29,88,75,9.06,PT,1731376650
484,gazojak,41.1875,61.4036,281.55,52,100,2.79,TM,1731376651
485,mitu,1.1983,-70.1733,298.45,80,100,0.97,CO,1731376652
486,lindi,-10.0,39.7167,297.8,90,74,1.28,TZ,1731376653
487,dawei,14.0833,98.2,301.33,67,66,1.41,MM,1731376654
488,tazacorte,28.629,-17.9293,293.79,74,0,4.12,ES,1731376656
489,urucara,-2.5364,-57.76,300.08,67,100,1.31,BR,1731376657
490,balqash,46.8481,74.995,270.45,70,100,4.65,KZ,1731376658
491,herval,-32.0236,-53.3956,285.74,90,58,5.14,BR,1731376659
492,murray bridge,-35.1167,139.2667,302.37,33,15,0.91,AU,1731376660
493,bouna,9.2667,-3.0,295.86,41,4,1.51,CI,1731376661
494,okhotsk,59.3833,143.3,260.12,65,66,10.09,RU,1731376662
495,khandyga,62.6667,135.6,253.51,94,92,0.83,RU,1731376663
496,naze,28.3667,129.4833,298.66,76,95,4.68,JP,1731376664
497,salinopolis,-0.6136,-47.3561,299.12,85,100,4.85,BR,1731376666
498,sheksna,59.21,38.5107,271.61,81,97,2.91,RU,1731376667
499,nova sintra,14.8667,-24.7167,300.22,68,57,7.55,CV,1731376668
500,arteaga,18.4667,-102.4167,293.63,97,27,1.05,MX,1731376669
501,heber springs,35.4915,-92.0313,285.99,77,35,1.63,US,1731376570
502,masuguru,-11.3667,38.4167,296.94,83,0,1.78,TZ,1731376672
503,leiyang,26.4024,112.8591,296.06,55,77,1.86,CN,1731376673
504,reppenstedt,53.25,10.35,279.28,96,100,2.46,DE,1731376675
505,veshenskaya,49.6303,41.7334,276.23,69,100,2.41,RU,1731376676
506,tweed heads,-28.1817,153.547,299.92,73,100,4.12,AU,1731376677
507,yen vinh,18.6667,105.6667,298.17,73,93,2.27,VN,1731376678
508,kununurra,-15.7667,128.7333,310.14,47,87,2.57,AU,1731376679
509,dalbandin,28.8947,64.4101,287.19,41,5,2.89,PK,1731376680
510,altay,47.8667,88.1167,271.73,91,100,3.4,CN,1731376594
511,shimoda,34.6667,138.95,294.36,67,56,2.92,JP,1731376568
512,san pedro,14.35,121.0167,303.88,78,20,2.57,PH,1731376684
513,brookings,44.3114,-96.7984,276.03,78,0,3.09,US,1731376685
514,la'ie,21.6477,-157.9253,302.13,80,35,2.24,US,1731376686
515,wynyard,-41.0,145.7167,289.37,64,8,4.47,AU,1731376687
516,bykovo,55.6361,38.0803,273.0,74,100,2.0,RU,1731376688
517,tangalle,6.024,80.7911,299.87,83,26,0.81,LK,1731376690
518,dongyang,29.2678,120.2253,293.06,72,5,1.62,CN,1731376691
519,saurimo,-9.6608,20.3916,290.15,98,38,0.02,AO,1731376692
520,dunedin,-45.8742,170.5036,285.76,64,3,4.86,NZ,1731376693
521,albu kamal,34.45,40.9186,289.92,59,100,3.35,SY,1731376694
522,ola,59.5833,151.2833,261.22,69,100,6.06,RU,1731376695
523,maumere,-8.6199,122.2111,304.26,55,2,0.11,ID,1731376591
524,al burayqah,30.4062,19.5739,293.5,43,0,6.21,LY,1731376697
525,chaykovskiy,56.7686,54.1148,267.02,89,74,2.81,RU,1731376698
526,tannum sands,-23.9504,151.3693,302.45,57,40,4.12,AU,1731376700
527,kingscliff,-28.2667,153.5667,299.79,73,100,4.12,AU,1731376701
528,planaltina,-15.4528,-47.6142,293.02,91,3,1.17,BR,1731376703
529,puerto aysen,-45.4,-72.7,280.72,100,100,2.36,CL,1731376704
530,okahandja,-21.9833,16.9167,291.41,22,0,0.61,NA,1731376705
531,richards bay,-28.783,32.0377,292.94,87,100,1.59,ZA,1731376706
532,papao,-17.75,-149.55,302.97,84,82,8.53,PF,1731376615
533,santa rosalia,27.3167,-112.2833,292.28,36,99,2.05,MX,1731376708
534,mishan,45.55,131.8833,275.25,58,51,9.03,CN,1731376710
535,el granada,37.5027,-122.4694,286.12,89,100,0.45,US,1731376711
536,gela,37.0803,14.2307,288.04,88,100,5.14,IT,1731376712
537,bardai,11.65,7.2333,292.63,36,4,3.96,NG,1731376713
538,chifeng,42.2683,118.9636,280.88,44,0,1.83,CN,1731376714
539,ciudad bolivar,8.1222,-63.5497,299.8,81,89,3.7,VE,1731376715
540,ikalamavony,-21.15,46.5833,295.5,77,13,1.8,MG,1731376716
541,kailua-kona,19.6406,-155.9956,301.64,69,75,4.12,US,1731376717
542,ponta delgada,37.7333,-25.6667,293.55,94,75,8.23,PT,1731376718
543,al qabil,22.571,58.6947,296.71,49,48,2.17,OM,1731376720
544,al jawf,29.5,38.75,291.17,48,89,2.26,SA,1731376721
545,stephenville,32.2207,-98.2023,290.22,51,0,2.06,US,1731376630
546,ghadamis,30.1337,9.5007,290.13,54,0,0.74,LY,1731376724
547,jayapura,-2.5333,140.7,301.81,74,84,1.19,ID,1731376725
548,piti village,13.4626,144.6933,303.32,85,40,2.57,GU,1731376726
549,samrala,30.8367,76.1897,292.46,57,0,2.52,IN,1731376727
550,swiecie,53.4095,18.4474,273.58,87,7,0.45,PL,1731376728
551,san andres,12.5847,-81.7006,298.16,100,40,1.03,CO,1731376729
552,coracora,-15.0333,-73.7833,282.94,66,0,1.08,PE,1731376730
553,floro,61.5996,5.0328,280.13,93,100,2.57,NO,1731376733
554,sorong,-0.8833,131.25,300.45,77,100,1.54,ID,1731376598
555,manismata,-2.4667,111.0333,300.95,85,88,1.72,ID,1731376735
556,gornozavodsk,58.3758,58.3211,265.71,88,100,4.22,RU,1731376736
557,howrah,22.5892,88.3103,297.15,78,40,3.6,IN,1731376737
558,nagqu,31.5,92.0,271.03,35,99,1.34,CN,1731376738
559,aur,8.1499,171.1687,301.99,69,91,2.62,MH,1731376739
560,daru,-9.0763,143.2092,301.97,76,100,5.25,PG,1731376741
561,abbeville,50.1,1.8333,282.31,83,56,4.88,FR,1731376689
562,bolotnoye,55.6717,84.3981,262.65,89,100,7.19,RU,1731376744
563,whakatane,-37.9585,176.9854,292.88,82,54,3.13,NZ,1731376745
564,sosnovo-ozerskoye,52.5249,111.5418,264.87,72,100,1.22,RU,1731376747
565,yuanping,38.7153,112.7575,283.82,47,99,0.65,CN,1731376748
566,kargil,34.5667,76.1,268.7,63,8,1.45,IN,1731376749
567,antalaha,-14.9003,50.2788,296.24,91,82,2.49,MG,1731376750
568,fort st. john,56.2499,-120.8529,271.09,100,100,1.03,CA,1731376751
569,ha'il,27.5219,41.6907,290.16,77,0,1.03,SA,1731376752
570,santa elena de uairen,4.6167,-61.1333,293.15,86,67,1.44,VE,1731376754
571,chunskiy,56.0815,99.6342,270.6,84,100,1.54,RU,1731376755
572,novyy urengoy,66.0833,76.6333,250.33,96,100,5.96,RU,1731376756
573,ulsteinvik,62.3432,5.8487,281.9,91,96,0.89,NO,1731376757
